Student_ID,Department,Gender_Grade,Ethnicity_Grade,Grade,Marks,Pass_Status,Gender_Demo,Age,Ethnicity_Demo,Parent_Education,Course,Department_Exec,Attendance_Percent,Marks_Exec,Semester,Top_Performer,Student Name,Department_Perf500,Semester_Perf500,Attendance %,Internal Marks,External Marks,Total Marks,Grade_Perf500,Gender,Ethnicity,Parental Education,Test Preparation,Math Score,Reading Score,Writing Score,student_id,age,gender,course,year,parent_education,internet_access,hostel_resident,class_type,weather,Marks Range,Score Distribution
198,MECH,Female,Group D,A,92,Pass,Female,24,Group C,Associate,MECH,CIVIL,79,55,6,No,Student_198,CIVIL,5,98,34,56,90,A,Male,Group B,Master's Degree,Completed,90.62,84.23,71.84,200.99,17,male,b.sc,1st year,high school,yes,no,offline,cloudy,,
199,MECH,Male,Group C,D,40,Fail,Male,21,Group A,Associate,EEE,ECE,61,73,4,No,Student_199,MECH,7,94,24,52,76,B,Female,Group D,High School,Completed,96.52,88.77,83.55,200.99,19,female,b.tech,2nd year,post graduate,yes,yes,online,cold,,
200,CIVIL,Male,Group A,B,70,Pass,Male,20,Group A,Associate,CIVIL,EEE,99,74,1,No,Student_200,EEE,1,89,24,46,70,B,Female,Group A,Master's Degree,Completed,46.36,68.72,58.43,200.99,24,male,ba,3rd year,phd,yes,yes,offline,sunny,,
201,CSE,Male,Group A,A,91,Pass,Male,18,Group C,Master,ECE,MECH,64,77,2,No,Student_201,MECH,4,67,20,60,80,B,Male,Group C,Associate's Degree,Completed,85.1,66.55,84.28,201,19,female,b.com,4th year,phd,yes,no,offline,sunny,,
202,CSE,Female,Group E,A,98,Pass,Female,25,Group E,PhD,EEE,EEE,60,70,2,No,Student_202,MECH,5,83,25,57,82,B,Male,Group D,Bachelor's Degree,Completed,58.13,74.28,34.33,202,24,other,b.tech,3rd year,phd,no,yes,offline,cloudy,,
203,CSE,Female,Group C,D,43,Fail,Female,20,Group C,Associate,EEE,ECE,65,52,2,No,Student_203,MECH,2,90,27,42,69,C,Male,Group E,Some High School,Completed,96.12,75.49,86.8,203,20,other,nursing,2nd year,no formal,yes,no,offline,sunny,,
204,ECE,Male,Group A,C,59,Pass,Female,19,Group B,High School,EEE,ECE,73,51,6,No,Student_204,CIVIL,3,72,33,49,82,B,Female,Group A,Associate's Degree,Completed,37.18,55.01,44.56,204,22,other,pharmacy,3rd year,graduate,yes,no,offline,cold,,
205,ECE,Male,Group C,B,79,Pass,Female,23,Group B,High School,EEE,MECH,100,97,7,Yes,Student_205,CIVIL,1,96,29,43,72,B,Female,Group B,High School,Completed,85.95,74.95,36.14,205,20,female,b.com,4th year,graduate,yes,yes,offline,rainy,,
206,EEE,Female,Group B,B,76,Pass,Male,18,Group D,Associate,ECE,MECH,80,41,6,No,Student_206,MECH,2,72,40,42,82,B,Female,Group D,High School,Completed,36.19,34.98,69.94,206,19,other,b.com,3rd year,no formal,yes,yes,online,rainy,,
207,CIVIL,Female,Group B,A,92,Pass,Female,24,Group B,Master,EEE,ECE,78,92,6,No,Student_207,MECH,8,83,24,55,79,B,Female,Group B,High School,Completed,78.24,35.28,81.8,207,23,other,diploma,4th year,phd,yes,no,offline,rainy,,
208,ECE,Female,Group B,A,89,Pass,Male,24,Group A,Master,CSE,MECH,82,68,5,No,Student_208,MECH,5,92,22,42,64,C,Female,Group E,Bachelor's Degree,Completed,81.29,36.51,78.35,208,24,other,pharmacy,4th year,no formal,yes,no,online,rainy,,
209,CIVIL,Female,Group C,A,92,Pass,Female,18,Group D,High School,CSE,MECH,72,76,6,No,Student_209,CSE,3,79,21,47,68,C,Male,Group A,Bachelor's Degree,Completed,45.71,71.65,67.23,209,19,other,b.com,3rd year,graduate,yes,no,offline,hot,,
210,CIVIL,Male,Group C,A,96,Pass,Female,20,Group B,High School,CIVIL,ECE,96,76,7,No,Student_210,CIVIL,8,92,21,57,78,B,Female,Group D,Associate's Degree,Completed,87.6,78.18,79.04,210,23,female,diploma,4th year,no formal,no,yes,offline,rainy,,
211,CIVIL,Male,Group E,A,85,Pass,Male,20,Group D,Bachelor,ECE,MECH,99,88,2,No,Student_211,CIVIL,1,79,22,58,80,B,Female,Group E,Bachelor's Degree,Completed,95.87,50.6,35.89,211,19,male,b.tech,2nd year,post graduate,yes,yes,offline,cloudy,,
212,CIVIL,Male,Group D,B,70,Pass,Male,18,Group A,PhD,MECH,EEE,89,92,3,No,Student_212,ECE,5,75,28,53,81,B,Female,Group A,Bachelor's Degree,Completed,44.22,81.03,40.64,212,22,male,bca,2nd year,no formal,no,yes,offline,cloudy,,
213,MECH,Female,Group C,C,62,Pass,Female,21,Group A,High School,CIVIL,EEE,84,80,7,No,Student_213,CIVIL,7,68,27,49,76,B,Female,Group D,Some College,Completed,92.27,88.35,63.82,213,23,other,pharmacy,1st year,graduate,yes,yes,offline,cloudy,,
214,EEE,Male,Group D,C,58,Pass,Male,17,Group A,Associate,CSE,MECH,79,65,7,No,Student_214,CIVIL,1,69,26,56,82,B,Male,Group D,Some High School,Completed,60.4,76.85,83.09,214,20,male,bba,1st year,graduate,yes,no,offline,hot,,
215,CSE,Female,Group C,C,68,Pass,Male,20,Group C,PhD,CIVIL,CIVIL,86,95,4,Yes,Student_215,MECH,4,94,38,44,82,B,Male,Group E,Some High School,Completed,88.57,58.56,71.84,215,22,male,bca,3rd year,no formal,yes,yes,offline,sunny,,
216,MECH,Male,Group D,C,63,Pass,Male,25,Group B,Bachelor,MECH,MECH,96,60,6,No,Student_216,CSE,2,70,27,46,73,B,Female,Group B,Some High School,Completed,80.08,62.8,86.79,216,19,other,diploma,4th year,phd,yes,no,offline,rainy,,
217,CSE,Male,Group B,A,90,Pass,Male,18,Group A,Master,EEE,MECH,96,56,4,No,Student_217,EEE,2,70,33,38,71,B,Female,Group C,High School,Completed,92,64.07,51.74,217,17,female,bca,1st year,no formal,yes,yes,offline,hot,,
218,ECE,Female,Group A,A,86,Pass,Female,24,Group B,Master,ECE,EEE,94,96,2,Yes,Student_218,CSE,7,71,26,41,67,C,Male,Group A,Master's Degree,Completed,94.41,74.93,70.45,218,17,other,diploma,3rd year,post graduate,yes,no,offline,cold,,
219,CSE,Male,Group C,C,65,Pass,Male,24,Group B,High School,CSE,ECE,71,47,1,No,Student_219,EEE,8,81,39,46,85,A,Male,Group D,Some High School,Completed,56.15,86.14,68.49,219,20,male,nursing,1st year,no formal,yes,yes,offline,rainy,,
220,CSE,Female,Group D,C,64,Pass,Male,21,Group D,High School,MECH,EEE,87,67,1,No,Student_220,ECE,8,79,31,46,77,B,Female,Group C,Bachelor's Degree,Completed,85.04,61.42,80.52,220,24,female,b.tech,4th year,post graduate,no,yes,offline,cold,,
221,MECH,Male,Group A,C,59,Pass,Female,22,Group C,PhD,CSE,CIVIL,81,97,7,Yes,Student_221,CIVIL,7,76,20,37,57,C,Female,Group A,Some High School,Completed,85.29,44.12,35.56,221,18,female,nursing,3rd year,high school,yes,yes,offline,cold,,
222,CSE,Female,Group E,C,55,Pass,Female,19,Group E,Bachelor,ECE,CIVIL,85,67,6,No,Student_222,CIVIL,3,95,22,55,77,B,Female,Group C,Some College,Completed,94.25,73.2,32.99,222,20,female,pharmacy,2nd year,post graduate,yes,no,online,cold,,
223,MECH,Male,Group D,C,68,Pass,Female,20,Group E,Master,CIVIL,ECE,80,52,1,No,Student_223,CSE,6,65,27,50,77,B,Female,Group A,Some College,Completed,36.43,46.56,51.96,223,22,female,pharmacy,2nd year,graduate,yes,no,offline,cloudy,,
224,ECE,Female,Group E,A,96,Pass,Female,24,Group E,Bachelor,CSE,CIVIL,84,75,3,No,Student_224,ECE,8,78,39,45,84,B,Female,Group B,Master's Degree,Completed,62.84,56.86,61.73,224,18,male,ba,4th year,post graduate,yes,yes,offline,hot,,
225,ECE,Female,Group E,A,92,Pass,Male,20,Group E,Master,CIVIL,CIVIL,88,93,5,No,Student_225,CIVIL,2,86,20,54,74,B,Male,Group A,Some College,Completed,79.64,44.68,68.61,225,22,other,bca,2nd year,phd,yes,no,offline,cloudy,,
226,EEE,Female,Group B,B,79,Pass,Female,18,Group A,PhD,CIVIL,ECE,63,51,8,No,Student_226,MECH,5,88,32,55,87,A,Female,Group C,Bachelor's Degree,Completed,50.8,80.47,46.54,226,19,male,ba,1st year,graduate,yes,yes,offline,rainy,,
227,CIVIL,Male,Group E,A,99,Pass,Female,17,Group D,PhD,CSE,EEE,62,57,6,No,Student_227,EEE,4,94,26,45,71,B,Male,Group D,Bachelor's Degree,Completed,67.18,83.01,74.99,227,23,female,nursing,3rd year,post graduate,yes,yes,offline,sunny,,
228,ECE,Female,Group E,A,88,Pass,Male,21,Group E,High School,MECH,ECE,74,53,8,No,Student_228,EEE,7,99,40,52,92,A,Male,Group A,Master's Degree,Completed,86.41,45.12,38.48,228,21,other,ba,3rd year,phd,yes,no,offline,sunny,,
229,ECE,Male,Group D,A,100,Pass,Female,19,Group A,Master,EEE,EEE,81,78,8,No,Student_229,CSE,4,65,38,55,93,A,Male,Group A,Master's Degree,Completed,86.65,32.7,37.64,229,21,female,b.com,3rd year,high school,yes,yes,offline,rainy,,
230,EEE,Male,Group E,D,50,Pass,Female,22,Group E,Master,EEE,ECE,61,65,3,No,Student_230,EEE,3,99,22,55,77,B,Female,Group A,High School,Completed,82.85,78.2,63.64,230,18,male,diploma,2nd year,high school,yes,yes,online,cloudy,,
231,ECE,Female,Group C,B,81,Pass,Female,25,Group C,PhD,EEE,ECE,84,83,3,No,Student_231,CIVIL,7,67,20,50,70,B,Male,Group E,Master's Degree,Completed,43.37,34.69,32.05,231,20,male,b.tech,2nd year,post graduate,yes,yes,online,cold,,
232,CIVIL,Female,Group B,B,80,Pass,Male,17,Group B,Bachelor,CSE,CSE,62,48,8,No,Student_232,CIVIL,2,90,22,54,76,B,Male,Group C,High School,Completed,50.14,61.86,49.78,232,23,female,ba,1st year,phd,yes,no,offline,hot,,
233,EEE,Female,Group B,B,80,Pass,Female,24,Group D,PhD,MECH,EEE,80,52,1,No,Student_233,CIVIL,8,95,32,58,90,A,Male,Group D,High School,Completed,45.89,56.69,72,233,17,female,b.sc,4th year,no formal,no,no,online,rainy,,
234,MECH,Female,Group C,D,52,Pass,Female,24,Group A,Associate,ECE,CIVIL,63,81,1,No,Student_234,EEE,1,65,20,43,63,C,Male,Group E,Master's Degree,Completed,55.96,76.37,34.5,234,23,other,ba,1st year,no formal,yes,no,offline,cloudy,,
235,CIVIL,Male,Group E,D,43,Fail,Female,23,Group C,Bachelor,MECH,CIVIL,79,40,6,No,Student_235,CSE,6,97,37,46,83,B,Female,Group C,High School,Completed,75.37,40.54,39.16,235,20,male,bba,2nd year,no formal,yes,no,online,cold,,
236,MECH,Female,Group E,A,93,Pass,Male,18,Group D,PhD,CSE,CIVIL,82,84,3,No,Student_236,CSE,7,98,32,60,92,A,Male,Group D,Associate's Degree,Completed,44.82,32.89,32.8,236,22,female,b.tech,1st year,post graduate,yes,no,online,cloudy,,
237,ECE,Female,Group A,A,89,Pass,Female,18,Group E,PhD,MECH,MECH,79,76,1,No,Student_237,CSE,8,69,25,47,72,B,Female,Group A,Some High School,Completed,93.09,47.23,49.03,237,22,male,nursing,1st year,graduate,no,yes,online,cloudy,,
238,CSE,Male,Group C,B,82,Pass,Male,22,Group E,PhD,ECE,MECH,82,53,5,No,Student_238,ECE,7,67,26,39,65,C,Female,Group D,Some College,Completed,85.07,62.32,78,238,20,female,ba,1st year,graduate,yes,no,offline,rainy,,
239,CSE,Female,Group C,C,57,Pass,Female,20,Group A,Bachelor,CSE,ECE,76,61,1,No,Student_239,EEE,8,65,20,58,78,B,Female,Group B,Associate's Degree,Completed,66.74,46.36,74.15,239,19,female,ba,2nd year,high school,yes,yes,online,rainy,,
240,ECE,Male,Group C,B,79,Pass,Male,23,Group D,High School,CIVIL,MECH,71,85,6,No,Student_240,CSE,7,99,34,56,90,A,Female,Group B,Bachelor's Degree,Completed,51.18,69.68,79.33,240,22,male,b.sc,4th year,graduate,yes,yes,offline,hot,,
241,CSE,Male,Group D,A,99,Pass,Male,24,Group E,Associate,CIVIL,CIVIL,84,80,2,No,Student_241,CIVIL,1,70,26,44,70,B,Female,Group D,High School,Completed,36.6,77.34,82.02,241,18,male,pharmacy,1st year,post graduate,yes,no,offline,sunny,,
242,CIVIL,Male,Group C,D,48,Fail,Male,23,Group A,High School,MECH,ECE,99,60,8,No,Student_242,MECH,5,70,33,60,93,A,Female,Group D,Some College,Completed,95.31,79.72,48.2,242,21,male,nursing,4th year,graduate,no,yes,online,cloudy,,
243,CIVIL,Male,Group D,A,100,Pass,Male,22,Group A,Master,CSE,CIVIL,68,56,1,No,Student_243,ECE,3,94,31,46,77,B,Female,Group C,High School,Completed,78.9,38.64,32.12,243,17,female,bba,3rd year,high school,no,no,offline,sunny,,
244,ECE,Female,Group D,B,79,Pass,Male,20,Group D,High School,EEE,CIVIL,60,60,7,No,Student_244,ECE,6,82,23,52,75,B,Male,Group A,Master's Degree,Completed,57.27,88.32,44.78,244,22,male,ba,4th year,no formal,yes,no,offline,hot,,
245,CSE,Female,Group A,D,43,Fail,Male,24,Group A,High School,EEE,CIVIL,91,93,5,No,Student_245,CIVIL,1,78,30,47,77,B,Female,Group E,High School,Completed,90.18,64.11,33.43,245,22,male,bba,3rd year,high school,yes,no,online,cold,,
246,CIVIL,Female,Group D,C,55,Pass,Female,20,Group D,Master,ECE,ECE,72,85,3,No,Student_246,ECE,7,74,23,46,69,C,Female,Group A,Some College,Completed,62.39,38.04,54.48,246,17,male,pharmacy,4th year,post graduate,no,yes,offline,cloudy,,
247,CIVIL,Male,Group D,B,79,Pass,Male,19,Group A,Associate,ECE,ECE,84,72,8,No,Student_247,CIVIL,4,74,37,56,93,A,Male,Group D,Some College,Completed,78.2,53.86,41.32,247,23,male,b.sc,3rd year,no formal,yes,yes,offline,cloudy,,
248,MECH,Female,Group D,D,47,Fail,Male,24,Group E,PhD,CIVIL,ECE,87,95,4,Yes,Student_248,CSE,8,84,23,44,67,C,Male,Group C,Some College,Completed,70.06,80.53,84.82,248,20,male,diploma,4th year,high school,no,no,offline,hot,,
249,CSE,Female,Group D,C,60,Pass,Female,24,Group D,High School,CSE,ECE,91,79,2,No,Student_249,CSE,1,98,38,49,87,A,Female,Group D,Bachelor's Degree,Completed,92.09,57.27,86.88,249,23,female,pharmacy,1st year,high school,yes,no,offline,cloudy,,
250,CSE,Male,Group E,A,85,Pass,Male,19,Group C,Bachelor,EEE,CIVIL,64,60,5,No,Student_250,CIVIL,7,77,21,38,59,C,Female,Group A,Some High School,Completed,38.5,82.22,35.65,250,17,male,diploma,4th year,graduate,yes,yes,online,cloudy,,
251,EEE,Male,Group A,C,62,Pass,Male,17,Group D,Master,EEE,CSE,77,62,1,No,Student_251,EEE,1,94,27,43,70,B,Male,Group D,Some College,Completed,90.16,82.08,58.16,251,18,male,nursing,1st year,phd,no,yes,offline,hot,,
252,CIVIL,Male,Group B,B,74,Pass,Male,17,Group C,Master,CIVIL,MECH,80,98,4,Yes,Student_252,EEE,4,97,24,50,74,B,Female,Group D,Master's Degree,Completed,95.42,63.66,58.61,252,20,male,pharmacy,1st year,phd,yes,no,offline,sunny,,
253,EEE,Male,Group A,D,41,Fail,Male,18,Group A,PhD,CSE,EEE,91,90,4,No,Student_253,ECE,3,88,39,46,85,A,Female,Group B,High School,Completed,76.45,58.65,54.43,253,18,male,b.tech,3rd year,high school,yes,no,offline,sunny,,
254,EEE,Male,Group D,A,88,Pass,Male,20,Group D,Master,EEE,EEE,88,40,6,No,Student_254,ECE,2,76,21,36,57,C,Female,Group A,High School,Completed,59.79,73.61,79.43,254,19,male,b.com,2nd year,graduate,yes,yes,offline,rainy,,
255,ECE,Female,Group A,A,96,Pass,Male,22,Group D,PhD,EEE,EEE,65,75,1,No,Student_255,CSE,8,99,24,48,72,B,Male,Group D,Some College,Completed,78.24,61.01,53.94,255,22,male,b.sc,1st year,phd,yes,no,offline,cloudy,,
256,CIVIL,Female,Group D,B,82,Pass,Female,19,Group E,Bachelor,CIVIL,EEE,82,82,4,No,Student_256,ECE,6,83,32,46,78,B,Male,Group B,Master's Degree,Completed,45.93,31.65,84.53,256,18,other,bca,4th year,phd,yes,no,online,rainy,,
257,CIVIL,Female,Group B,C,69,Pass,Male,20,Group B,Associate,ECE,MECH,92,75,7,No,Student_257,ECE,2,83,25,56,81,B,Male,Group E,High School,Completed,38.44,43.7,84.33,257,22,other,ba,3rd year,post graduate,yes,yes,offline,cloudy,,
258,MECH,Female,Group A,A,91,Pass,Female,20,Group C,Associate,CSE,MECH,75,83,5,No,Student_258,MECH,4,65,26,57,83,B,Male,Group A,Master's Degree,Completed,52.07,70.69,43.56,258,17,male,b.tech,2nd year,no formal,yes,yes,offline,hot,,
259,ECE,Male,Group B,A,86,Pass,Female,24,Group E,High School,MECH,CSE,72,89,7,No,Student_259,CIVIL,8,96,31,38,69,C,Male,Group E,High School,Completed,35.68,42.64,61.86,259,18,male,bca,2nd year,high school,no,no,offline,cold,,
260,MECH,Female,Group D,A,86,Pass,Male,24,Group D,Bachelor,CIVIL,ECE,61,48,5,No,Student_260,CIVIL,5,85,38,44,82,B,Male,Group D,Bachelor's Degree,Completed,71.26,65,66.82,260,21,female,b.tech,3rd year,high school,no,no,offline,hot,,
261,ECE,Female,Group A,C,61,Pass,Female,24,Group B,PhD,MECH,CIVIL,81,97,3,Yes,Student_261,EEE,5,82,35,60,95,A,Female,Group E,High School,Completed,37.72,39.25,43.79,261,23,other,ba,2nd year,post graduate,yes,no,offline,cold,,
262,CSE,Male,Group E,D,51,Pass,Male,21,Group D,High School,MECH,CSE,68,57,3,No,Student_262,EEE,5,79,32,54,86,A,Male,Group C,Bachelor's Degree,Completed,77.96,54.18,47.54,262,18,other,ba,3rd year,high school,no,no,offline,hot,,
263,EEE,Female,Group E,B,74,Pass,Female,19,Group E,Associate,CIVIL,CIVIL,78,77,7,No,Student_263,CSE,8,93,39,56,95,A,Male,Group A,Some College,Completed,60.45,54.39,63.34,263,19,other,pharmacy,1st year,no formal,yes,yes,offline,rainy,,
264,MECH,Female,Group C,B,71,Pass,Male,25,Group A,Associate,CIVIL,ECE,91,61,3,No,Student_264,CSE,7,67,22,44,66,C,Male,Group B,Bachelor's Degree,Completed,95.39,67.45,46.66,264,24,male,diploma,2nd year,phd,yes,no,offline,rainy,,
265,EEE,Female,Group D,C,61,Pass,Male,22,Group D,Associate,ECE,EEE,67,59,5,No,Student_265,EEE,3,97,25,41,66,C,Male,Group D,Master's Degree,Completed,57.95,83.15,80.04,265,24,female,bca,1st year,no formal,yes,no,offline,sunny,,
266,CSE,Female,Group C,D,51,Pass,Male,24,Group E,PhD,MECH,CSE,100,64,6,No,Student_266,ECE,7,94,29,54,83,B,Female,Group A,Master's Degree,Completed,79.89,57.56,55.56,266,21,female,nursing,2nd year,post graduate,no,yes,offline,cold,,
267,ECE,Female,Group C,C,57,Pass,Female,25,Group A,Bachelor,CIVIL,CIVIL,64,69,4,No,Student_267,MECH,5,83,31,50,81,B,Male,Group A,Master's Degree,Completed,95.78,59.7,63.62,267,20,female,b.sc,2nd year,phd,no,yes,offline,hot,,
268,CSE,Male,Group B,C,63,Pass,Male,19,Group B,Bachelor,EEE,CIVIL,60,88,3,No,Student_268,MECH,7,86,37,48,85,A,Male,Group C,Associate's Degree,Completed,77.86,82.57,58.25,268,19,other,b.com,3rd year,phd,no,no,online,cloudy,,
269,EEE,Male,Group B,B,74,Pass,Female,19,Group B,High School,EEE,MECH,82,67,4,No,Student_269,EEE,4,68,37,47,84,B,Female,Group B,Bachelor's Degree,Completed,48.13,32.66,70.34,269,21,male,diploma,4th year,graduate,yes,no,offline,cold,,
270,MECH,Male,Group B,C,63,Pass,Male,24,Group C,Associate,ECE,MECH,62,68,8,No,Student_270,EEE,3,75,37,55,92,A,Female,Group D,Bachelor's Degree,Completed,72.73,38.8,80.17,270,21,female,diploma,3rd year,graduate,yes,yes,offline,sunny,,
271,MECH,Female,Group E,C,61,Pass,Female,17,Group A,PhD,CSE,EEE,88,50,6,No,Student_271,CSE,2,93,27,36,63,C,Male,Group C,Bachelor's Degree,Completed,76.22,77.04,75,271,19,male,b.tech,4th year,post graduate,yes,yes,offline,rainy,,
272,MECH,Male,Group C,C,58,Pass,Female,25,Group B,Associate,EEE,CIVIL,67,44,1,No,Student_272,MECH,2,86,24,50,74,B,Female,Group B,Master's Degree,Completed,73.22,85.58,42.33,272,17,male,b.com,2nd year,high school,yes,yes,offline,cloudy,,
273,CSE,Male,Group A,D,43,Fail,Female,21,Group A,PhD,CIVIL,EEE,68,52,5,No,Student_273,ECE,4,92,35,50,85,A,Female,Group B,Some High School,Completed,60.04,32.83,73.19,273,18,male,b.com,2nd year,graduate,no,yes,offline,sunny,,
274,ECE,Female,Group A,C,68,Pass,Male,19,Group C,PhD,ECE,CSE,72,100,6,Yes,Student_274,CIVIL,7,69,33,45,78,B,Female,Group A,Some College,Completed,60.05,65.83,37.29,274,24,other,b.tech,3rd year,high school,yes,no,offline,sunny,,
275,CSE,Male,Group D,B,76,Pass,Female,22,Group E,Associate,CIVIL,MECH,63,76,4,No,Student_275,MECH,1,77,22,51,73,B,Female,Group A,Some College,Completed,66.78,78.18,69.68,275,20,female,bca,1st year,high school,yes,no,offline,rainy,,
276,MECH,Male,Group E,C,61,Pass,Female,20,Group D,High School,CIVIL,ECE,92,83,7,No,Student_276,ECE,1,95,29,39,68,C,Male,Group B,Associate's Degree,Completed,93.41,37.32,50.3,276,20,other,b.tech,2nd year,graduate,yes,no,offline,cold,,
277,EEE,Male,Group E,D,44,Fail,Male,19,Group B,Master,ECE,CSE,84,42,3,No,Student_277,EEE,5,70,25,43,68,C,Male,Group B,Bachelor's Degree,Completed,85.59,47.89,59.96,277,20,other,nursing,4th year,graduate,yes,yes,offline,hot,,
278,CIVIL,Male,Group E,C,65,Pass,Male,25,Group C,PhD,CIVIL,MECH,87,84,6,No,Student_278,ECE,3,79,30,45,75,B,Male,Group B,Some High School,Completed,59.63,79.75,51.84,278,23,female,bca,2nd year,no formal,yes,yes,offline,cold,,
279,EEE,Female,Group B,A,94,Pass,Male,17,Group E,Bachelor,CIVIL,CIVIL,82,100,4,Yes,Student_279,MECH,3,100,25,48,73,B,Male,Group C,Master's Degree,Completed,84.98,59.54,69.1,279,17,other,diploma,4th year,no formal,yes,no,offline,hot,,
280,MECH,Female,Group A,B,76,Pass,Female,22,Group D,PhD,CIVIL,CSE,67,60,3,No,Student_280,CSE,2,79,25,57,82,B,Female,Group E,Master's Degree,Completed,86.61,87.43,54.39,280,17,male,bba,3rd year,post graduate,no,yes,online,cold,,
281,MECH,Female,Group D,A,90,Pass,Male,20,Group B,High School,MECH,MECH,67,95,1,Yes,Student_281,EEE,7,65,32,43,75,B,Male,Group D,High School,Completed,43.54,32.09,54.92,281,19,other,pharmacy,1st year,graduate,yes,yes,offline,cold,,
282,CIVIL,Male,Group E,C,58,Pass,Male,24,Group E,Bachelor,EEE,EEE,70,75,7,No,Student_282,CSE,1,67,21,56,77,B,Female,Group C,Master's Degree,Completed,88.74,39.87,34.92,282,20,male,b.com,2nd year,phd,yes,yes,offline,rainy,,
283,MECH,Male,Group E,B,75,Pass,Male,18,Group C,Master,ECE,CIVIL,74,94,8,No,Student_283,EEE,1,70,26,36,62,C,Male,Group D,Associate's Degree,Completed,77.4,56.55,47.48,283,22,female,bca,2nd year,no formal,yes,no,online,hot,,
284,MECH,Female,Group A,A,97,Pass,Male,20,Group A,PhD,MECH,EEE,60,44,6,No,Student_284,ECE,2,67,27,55,82,B,Male,Group C,Some College,Completed,63.71,73.16,80.96,284,20,other,b.tech,4th year,high school,yes,no,online,cloudy,,
285,CIVIL,Female,Group E,B,78,Pass,Female,19,Group E,PhD,EEE,MECH,85,44,1,No,Student_285,CIVIL,1,94,21,38,59,C,Female,Group A,Some High School,Completed,70.55,31.29,61.72,285,20,other,nursing,2nd year,high school,yes,no,offline,cloudy,,
286,CSE,Female,Group E,A,97,Pass,Female,17,Group C,Associate,EEE,CIVIL,90,68,2,No,Student_286,CIVIL,4,70,30,50,80,B,Male,Group A,Associate's Degree,Completed,60.58,81.4,50.12,286,24,male,bca,2nd year,post graduate,no,no,offline,cold,,
287,EEE,Male,Group D,B,75,Pass,Female,17,Group C,Master,MECH,MECH,75,72,6,No,Student_287,EEE,6,91,25,44,69,C,Female,Group B,Bachelor's Degree,Completed,72.8,48.04,59.91,287,18,other,b.sc,3rd year,graduate,yes,yes,online,cold,,
288,EEE,Female,Group B,C,66,Pass,Male,22,Group C,Bachelor,CIVIL,ECE,98,85,5,No,Student_288,EEE,1,78,26,54,80,B,Male,Group B,Some College,Completed,36.29,44.55,66.18,288,21,male,nursing,4th year,graduate,yes,no,online,sunny,,
289,CSE,Female,Group A,A,99,Pass,Male,19,Group E,High School,MECH,ECE,60,43,8,No,Student_289,CSE,3,65,27,52,79,B,Male,Group A,Bachelor's Degree,Completed,83.3,30.72,48.79,289,21,other,pharmacy,3rd year,phd,yes,yes,offline,rainy,,
290,EEE,Female,Group D,C,66,Pass,Male,23,Group E,Associate,ECE,EEE,88,80,7,No,Student_290,ECE,7,95,36,50,86,A,Female,Group D,Bachelor's Degree,Completed,63.89,36.07,80.27,290,20,female,b.tech,4th year,no formal,yes,no,offline,sunny,,
291,CSE,Male,Group D,D,54,Pass,Male,25,Group D,High School,CSE,CIVIL,63,52,8,No,Student_291,EEE,5,86,26,35,61,C,Female,Group B,Some College,Completed,93.7,70.69,71.94,291,23,male,nursing,1st year,phd,yes,yes,offline,cloudy,,
292,EEE,Male,Group C,D,52,Pass,Male,18,Group D,High School,CIVIL,MECH,64,44,2,No,Student_292,EEE,5,93,26,56,82,B,Female,Group A,Master's Degree,Completed,79.89,45.76,69.52,292,19,other,diploma,4th year,high school,yes,yes,offline,cold,,
293,CSE,Male,Group C,C,57,Pass,Female,21,Group A,Master,MECH,CSE,95,93,4,No,Student_293,CSE,5,92,39,59,98,A,Male,Group D,Some High School,Completed,89.97,30.62,51.61,293,24,other,ba,1st year,no formal,no,no,offline,hot,,
294,EEE,Female,Group E,B,78,Pass,Male,17,Group D,Associate,ECE,EEE,81,95,1,Yes,Student_294,CSE,3,76,31,58,89,A,Female,Group E,Associate's Degree,Completed,92.49,40.46,66.98,294,19,male,bca,4th year,graduate,yes,yes,offline,sunny,,
295,CIVIL,Female,Group E,D,49,Fail,Female,17,Group A,PhD,EEE,CIVIL,97,40,4,No,Student_295,CSE,7,65,24,53,77,B,Female,Group A,Some College,Completed,83.17,68.67,47.65,295,21,male,nursing,3rd year,high school,yes,yes,offline,rainy,,
296,CSE,Female,Group E,D,50,Pass,Female,18,Group A,PhD,ECE,ECE,79,53,7,No,Student_296,CIVIL,2,69,34,55,89,A,Male,Group E,Associate's Degree,Completed,77.23,51.48,69.83,296,21,male,bba,3rd year,post graduate,no,no,offline,cloudy,,
297,MECH,Male,Group A,A,85,Pass,Male,25,Group E,Bachelor,CSE,EEE,81,52,3,No,Student_297,EEE,4,87,31,49,80,B,Male,Group E,High School,Completed,74.16,69.34,53.65,297,23,female,bca,1st year,post graduate,yes,yes,offline,hot,,
298,ECE,Female,Group E,B,76,Pass,Female,24,Group A,Master,EEE,EEE,71,81,7,No,Student_298,CSE,7,89,35,51,86,A,Male,Group A,Master's Degree,Completed,76.41,67.49,66.61,298,20,female,b.tech,3rd year,graduate,no,no,offline,sunny,,
299,MECH,Male,Group D,C,57,Pass,Male,24,Group B,PhD,EEE,CSE,60,48,8,No,Student_299,EEE,5,81,39,56,95,A,Male,Group A,Associate's Degree,Completed,45.83,85.14,58.67,299,19,other,pharmacy,1st year,post graduate,yes,yes,offline,sunny,,
